MGEN-0009	70036.94222699999
MGEN-0010	109552.83833
MGEN-0011	32946.292969999995
MGEN-0012	1514.6479085
MGEN-0013	240547.0039
MGEN-0014	61681.40073
MGEN-0015	19941.107228
MGEN-0016	8809.053385000001
MGEN-0017	164600.94578
MGEN-0018	79226.64683
MGEN-0019	2359.4648407
MGEN-0020	13033.668104
MGEN-0021	60582.29642
MGEN-0022	55634.41842
MGEN-0023	0.0
MGEN-0024	0.0
MGEN-0025	0.0
MGEN-0026	0.0
MGEN-0027	0.0
MGEN-0028	0.0
MGEN-0029	0.0
MGEN-0030	0.0
MGEN-0031	0.0
MGEN-0032	70036.94222699999
MGEN-0033	109552.83833
MGEN-0034	32946.292969999995
MGEN-0035	1514.6479085
MGEN-0036	240547.0039
MGEN-0037	61681.40073
MGEN-0038	19941.107228
MGEN-0039	8809.053385000001
MGEN-0040	164600.94578
MGEN-0041	79226.64683
MGEN-0042	2359.4648407
MGEN-0043	13033.668104
MGEN-0044	60582.29642
MGEN-0045	55634.41842
MGEN-0046	0.0
MGEN-0047	0.0
MGEN-0048	0.0
MGEN-0049	0.0
MGEN-0050	0.0
MGEN-0051	0.0
MGEN-0052	0.0
MGEN-0053	0.0
MGEN-0054	0.0
MGEN-0055a	170632.42234
MGEN-0056a	4769.840600299999
MGEN-0057a	91442.14228199999
MGEN-0058a	13327.325431000001
MGEN-0059a	230959.9036
MGEN-0060a	162620.72589
MGEN-0061a	236707.799
MGEN-0062a	11023.701976999999
MGEN-0063a	204765.36221
MGEN-0064a	51761.17493
MGEN-0065a	1410.2775413999998
MGEN-0066a	47347.8891
MGEN-0067a	28233.75205
MGEN-0068a	73322.07307
MGEN-0069a	61282.45037
MGEN-0070a	31325.969944999997
MGEN-0071a	13233.003287
MGEN-0072a	50295.2077
MGEN-0073a	48532.493050000005
MGEN-0074a	45453.1789
MGEN-0075a	70036.94222699999
MGEN-0076a	109552.83833
MGEN-0077a	32946.292969999995
MGEN-0078a	1514.6479085
MGEN-0079a	240547.0039
MGEN-0080a	61681.40073
MGEN-0081a	19941.107228
MGEN-0082a	8809.053385000001
MGEN-0083a	164600.94578
MGEN-0084a	79226.64683
MGEN-0085a	2359.4648407
MGEN-0086a	13033.668104
MGEN-0087a	60582.29642
MGEN-0088a	55634.41842
MGEN-0055b	170632.42234
MGEN-0056b	4769.840600299999
MGEN-0057b	91442.14228199999
MGEN-0058b	13327.325431000001
MGEN-0059b	230959.9036
MGEN-0060b	162620.72589
MGEN-0061b	236707.799
MGEN-0062b	11023.701976999999
MGEN-0063b	204765.36221
MGEN-0064b	51761.17493
MGEN-0065b	1410.2775413999998
MGEN-0066b	47347.8891
MGEN-0067b	28233.75205
MGEN-0068b	73322.07307
MGEN-0069b	61282.45037
MGEN-0070b	31325.969944999997
MGEN-0071b	13233.003287
MGEN-0072b	50295.2077
MGEN-0073b	48532.493050000005
MGEN-0074b	45453.1789
MGEN-0075b	70036.94222699999
MGEN-0076b	109552.83833
MGEN-0077b	32946.292969999995
MGEN-0078b	1514.6479085
MGEN-0079b	240547.0039
MGEN-0080b	61681.40073
MGEN-0081b	19941.107228
MGEN-0082b	8809.053385000001
MGEN-0083b	164600.94578
MGEN-0084b	79226.64683
MGEN-0085b	2359.4648407
MGEN-0086b	13033.668104
MGEN-0087b	60582.29642
MGEN-0088b	55634.41842
MGEN-0089	10614.00776937
MGEN-0090	515.3881947
MGEN-0091	2490.421464
MGEN-0092	138.6197261
MGEN-0093	18350.9380569
MGEN-0094	4562.378363
MGEN-0095	50886.54542000001
MGEN-0096	32837.15013
MGEN-0097	36267.4044785
MGEN-0098	3104.35647925
MGEN-0099	285.45098586
MGEN-0100	16083.920677400001
MGEN-0101	13643.119012800002
MGEN-0102	1336.4929611999999
MGEN-0103	36964.71035637
MGEN-0104	10383.3260982
MGEN-0105	9065.24738
MGEN-0106	371.36542760000003
MGEN-0107	5114.849990000001
MGEN-0108	4940.8210307
MGEN-0109	8483.259284
MGEN-0110	642.4511329999999
MGEN-0111	52037.307812
MGEN-0112	3607.5002703
